# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 18 12:14:25 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_pubdate:   Discovery Publication Date
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,discoverymethod,disc_year,disc_pubdate,disc_facility,st_mass,glat,glon,sy_dist
HD 45652 b,Radial Velocity,2008,2008-08,Haute-Provence Observatory,0.54,0.11002,200.68451,34.8541000
HD 45652 b,Radial Velocity,2008,2008-08,Haute-Provence Observatory,0.92,0.11002,200.68451,34.8541000
HD 46375 b,Radial Velocity,2000,2000-06,W. M. Keck Observatory,1.00,-1.54562,205.99222,29.5529000
HD 46375 b,Radial Velocity,2000,2000-06,W. M. Keck Observatory,0.92,-1.54562,205.99222,29.5529000
HD 46375 b,Radial Velocity,2000,2000-06,W. M. Keck Observatory,0.93,-1.54562,205.99222,29.5529000
HD 47186 b,Radial Velocity,2008,2009-03,La Silla Observatory,0.96,-15.30712,236.50396,37.4574000
HD 47186 b,Radial Velocity,2008,2009-03,La Silla Observatory,,-15.30712,236.50396,37.4574000
HD 47186 c,Radial Velocity,2008,2009-03,La Silla Observatory,,-15.30712,236.50396,37.4574000
HD 4732 b,Radial Velocity,2012,2013-01,Multiple Observatories,1.74,-86.96771,113.38302,54.7841000
HD 4732 c,Radial Velocity,2012,2013-01,Multiple Observatories,1.74,-86.96771,113.38302,54.7841000
HD 47366 b,Radial Velocity,2016,2016-03,Okayama Astrophysical Observatory,1.81,-8.88729,223.03598,84.3552000
HD 47366 b,Radial Velocity,2016,2016-03,Okayama Astrophysical Observatory,2.19,-8.88729,223.03598,84.3552000
HD 47366 c,Radial Velocity,2016,2016-03,Okayama Astrophysical Observatory,1.81,-8.88729,223.03598,84.3552000
HD 47366 c,Radial Velocity,2016,2016-03,Okayama Astrophysical Observatory,2.19,-8.88729,223.03598,84.3552000
HD 47536 b,Radial Velocity,2002,2003-02,La Silla Observatory,0.98,-16.77741,241.18153,122.5360000
HD 47536 b,Radial Velocity,2002,2003-02,La Silla Observatory,2.10,-16.77741,241.18153,122.5360000
HD 4760 b,Radial Velocity,2021,2021-01,Multiple Observatories,1.05,-56.46186,122.13453,537.8730000
HD 48265 b,Radial Velocity,2008,2009-03,Las Campanas Observatory,1.31,-21.78048,257.52693,90.5446000
HD 48265 b,Radial Velocity,2008,2009-03,Las Campanas Observatory,1.28,-21.78048,257.52693,90.5446000
HD 48265 b,Radial Velocity,2008,2009-03,Las Campanas Observatory,0.93,-21.78048,257.52693,90.5446000
HD 4917 b,Radial Velocity,2018,2019-04,W. M. Keck Observatory,1.32,-75.79920,122.60131,204.2770000
HD 49674 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.00,17.37137,175.33928,43.0399000
HD 49674 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.06,17.37137,175.33928,43.0399000
HD 49674 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.99,17.37137,175.33928,43.0399000
HD 49674 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.03,17.37137,175.33928,43.0399000
HD 49674 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.06,17.37137,175.33928,43.0399000
HD 50499 b,Radial Velocity,2005,2005-10,W. M. Keck Observatory,1.31,-14.62598,243.87782,46.2845000
HD 50499 b,Radial Velocity,2005,2005-10,W. M. Keck Observatory,1.25,-14.62598,243.87782,46.2845000
HD 50499 b,Radial Velocity,2005,2005-10,W. M. Keck Observatory,1.28,-14.62598,243.87782,46.2845000
HD 50499 b,Radial Velocity,2005,2005-10,W. M. Keck Observatory,1.25,-14.62598,243.87782,46.2845000
HD 50499 b,Radial Velocity,2005,2005-10,W. M. Keck Observatory,1.24,-14.62598,243.87782,46.2845000
HD 50499 c,Radial Velocity,2019,2019-05,La Silla Observatory,1.31,-14.62598,243.87782,46.2845000
HD 50499 c,Radial Velocity,2019,2019-05,La Silla Observatory,1.25,-14.62598,243.87782,46.2845000
HD 50554 b,Radial Velocity,2002,2002-05,Lick Observatory,1.04,11.46926,191.41044,31.1664000
HD 50554 b,Radial Velocity,2002,2002-05,Lick Observatory,1.04,11.46926,191.41044,31.1664000
HD 50554 b,Radial Velocity,2002,2002-05,Lick Observatory,1.06,11.46926,191.41044,31.1664000
HD 50554 b,Radial Velocity,2002,2002-05,Lick Observatory,1.05,11.46926,191.41044,31.1664000
HD 50554 b,Radial Velocity,2002,2002-05,Lick Observatory,1.11,11.46926,191.41044,31.1664000
HD 51608 b,Radial Velocity,2019,2019-02,La Silla Observatory,0.80,-21.53947,265.15647,35.0553000
HD 51608 c,Radial Velocity,2019,2019-02,La Silla Observatory,0.80,-21.53947,265.15647,35.0553000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.20,-0.48127,218.71677,29.9803000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.13,-0.48127,218.71677,29.9803000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.20,-0.48127,218.71677,29.9803000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.32,-0.48127,218.71677,29.9803000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.22,-0.48127,218.71677,29.9803000
HD 52265 b,Radial Velocity,2000,2000-12,W. M. Keck Observatory,1.18,-0.48127,218.71677,29.9803000
HD 5278 b,Transit,2021,2021-04,Transiting Exoplanet Survey Satellite (TESS),,-33.38439,302.97274,57.5846000
HD 5278 b,Transit,2021,2021-04,Transiting Exoplanet Survey Satellite (TESS),1.13,-33.38439,302.97274,57.5846000
HD 5278 c,Radial Velocity,2021,2021-04,Paranal Observatory,1.13,-33.38439,302.97274,57.5846000
HD 5319 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.44,-62.06908,124.84560,121.4050000
HD 5319 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.27,-62.06908,124.84560,121.4050000
HD 5319 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.27,-62.06908,124.84560,121.4050000
HD 5319 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.51,-62.06908,124.84560,121.4050000
HD 5319 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.56,-62.06908,124.84560,121.4050000
HD 5319 c,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.27,-62.06908,124.84560,121.4050000
HD 5319 c,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.51,-62.06908,124.84560,121.4050000
HD 5319 c,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.27,-62.06908,124.84560,121.4050000
HD 55696 b,Radial Velocity,2018,2018-11,W. M. Keck Observatory,1.29,-12.61400,249.58590,77.9693000
HD 5583 b,Radial Velocity,2016,2016-04,Roque de los Muchachos Observatory,1.01,-27.86735,124.44019,219.2160000
HD 5608 b,Radial Velocity,2012,2012-12,Okayama Astrophysical Observatory,1.98,-28.89990,124.54264,58.1105000
HD 5608 b,Radial Velocity,2012,2012-12,Okayama Astrophysical Observatory,1.53,-28.89990,124.54264,58.1105000
HD 5608 b,Radial Velocity,2012,2012-12,Okayama Astrophysical Observatory,1.55,-28.89990,124.54264,58.1105000
HD 564 b,Radial Velocity,2014,2015-04,La Silla Observatory,0.96,-65.53602,319.09478,51.1659000
HD 5891 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.91,-42.52809,125.83275,283.5020000
HD 5891 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.93,-42.52809,125.83275,283.5020000
HD 59686 A b,Radial Velocity,2016,2016-10,Lick Observatory,1.90,16.44195,201.80435,89.2721000
HD 60292 b,Radial Velocity,2020,2020-02,Bohyunsan Optical Astronomical Observatory,1.70,29.36828,149.84929,315.2110000
HD 60532 b,Radial Velocity,2008,2008-12,La Silla Observatory,1.44,-1.18976,237.49768,25.9716000
HD 60532 b,Radial Velocity,2008,2008-12,La Silla Observatory,1.50,-1.18976,237.49768,25.9716000
HD 60532 c,Radial Velocity,2008,2008-12,La Silla Observatory,1.44,-1.18976,237.49768,25.9716000
HD 60532 c,Radial Velocity,2008,2008-12,La Silla Observatory,1.50,-1.18976,237.49768,25.9716000
HD 62509 b,Radial Velocity,2006,2006-10,Multiple Observatories,,23.40613,192.22932,
HD 62509 b,Radial Velocity,2006,2006-10,Multiple Observatories,2.00,23.40613,192.22932,
HD 62509 b,Radial Velocity,2006,2006-10,Multiple Observatories,1.70,23.40613,192.22932,
HD 62509 b,Radial Velocity,2006,2006-10,Multiple Observatories,1.73,23.40613,192.22932,
HD 63433 b,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),0.99,24.14746,193.28189,22.4035000
HD 63433 b,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),,24.14746,193.28189,22.4035000
HD 63433 c,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),0.99,24.14746,193.28189,22.4035000
HD 63433 c,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),,24.14746,193.28189,22.4035000
HD 63454 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.80,-24.13856,290.35446,37.6894000
HD 63454 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.84,-24.13856,290.35446,37.6894000
HD 63454 b,Radial Velocity,2005,2005-08,La Silla Observatory,0.42,-24.13856,290.35446,37.6894000
HD 63765 b,Radial Velocity,2009,2011-11,La Silla Observatory,0.86,-14.09439,267.19806,32.5376000
HD 63765 b,Radial Velocity,2009,2011-11,La Silla Observatory,0.65,-14.09439,267.19806,32.5376000
HD 64114 b,Radial Velocity,2019,2019-06,Las Campanas Observatory,0.95,8.08434,229.78855,31.5262000
HD 6434 b,Radial Velocity,2003,2004-02,La Silla Observatory,0.89,-77.33534,291.21692,42.3580000
HD 6434 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.10,-77.33534,291.21692,42.3580000
HD 6434 b,Radial Velocity,2003,2004-02,La Silla Observatory,0.79,-77.33534,291.21692,42.3580000
HD 65216 b,Radial Velocity,2003,2004-02,La Silla Observatory,0.92,-17.61436,276.27361,35.1205000
HD 65216 b,Radial Velocity,2003,2004-02,La Silla Observatory,0.87,-17.61436,276.27361,35.1205000
HD 65216 b,Radial Velocity,2003,2004-02,La Silla Observatory,0.88,-17.61436,276.27361,35.1205000
HD 65216 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.00,-17.61436,276.27361,35.1205000
HD 65216 c,Radial Velocity,2013,2013-09,La Silla Observatory,0.87,-17.61436,276.27361,35.1205000
HD 65216 c,Radial Velocity,2013,2013-09,La Silla Observatory,1.00,-17.61436,276.27361,35.1205000
HD 66141 b,Radial Velocity,2012,2012-12,Bohyunsan Optical Astronomical Observatory,1.10,16.80047,219.06694,68.1509000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.00,15.41735,222.42686,53.2817000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.06,15.41735,222.42686,53.2817000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.01,15.41735,222.42686,53.2817000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.05,15.41735,222.42686,53.2817000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.08,15.41735,222.42686,53.2817000
HD 66428 b,Radial Velocity,2005,2006-07,W. M. Keck Observatory,1.10,15.41735,222.42686,53.2817000
HD 66428 c,Radial Velocity,2021,2021-05,Multiple Observatories,1.05,15.41735,222.42686,53.2817000
HD 67087 b,Radial Velocity,2015,2015-06,Multiple Observatories,1.36,29.09234,190.11761,76.5217000
HD 67087 c,Radial Velocity,2015,2015-06,Multiple Observatories,1.36,29.09234,190.11761,76.5217000
HD 6718 b,Radial Velocity,2009,2010-11,La Silla Observatory,1.08,-70.71162,135.28348,51.3444000
HD 6718 b,Radial Velocity,2009,2010-11,La Silla Observatory,0.96,-70.71162,135.28348,51.3444000
HD 68402 b,Radial Velocity,2016,2017-04,Multiple Observatories,1.12,-21.30677,287.05452,78.4293000
HD 68988 b,Radial Velocity,2001,2002-03,Multiple Observatories,1.20,33.91958,155.26292,60.8447000
HD 68988 b,Radial Velocity,2001,2002-03,Multiple Observatories,1.28,33.91958,155.26292,60.8447000
HD 68988 b,Radial Velocity,2001,2002-03,Multiple Observatories,1.17,33.91958,155.26292,60.8447000
HD 68988 b,Radial Velocity,2001,2002-03,Multiple Observatories,1.18,33.91958,155.26292,60.8447000
HD 68988 c,Radial Velocity,2021,2021-05,Multiple Observatories,1.17,33.91958,155.26292,60.8447000
HD 69830 b,Radial Velocity,2006,2006-05,La Silla Observatory,0.89,12.82251,234.56776,12.5591000
HD 69830 b,Radial Velocity,2006,2006-05,La Silla Observatory,0.86,12.82251,234.56776,12.5591000
HD 69830 c,Radial Velocity,2006,2006-05,La Silla Observatory,0.89,12.82251,234.56776,12.5591000
HD 69830 c,Radial Velocity,2006,2006-05,La Silla Observatory,0.86,12.82251,234.56776,12.5591000
HD 69830 d,Radial Velocity,2006,2006-05,La Silla Observatory,0.89,12.82251,234.56776,12.5591000
HD 69830 d,Radial Velocity,2006,2006-05,La Silla Observatory,0.86,12.82251,234.56776,12.5591000
HD 70573 b,Radial Velocity,2007,2007-05,La Silla Observatory,1.00,21.11179,222.06599,59.1820000
HD 70642 b,Radial Velocity,2003,2003-08,Anglo-Australian Telescope,1.08,-1.67291,257.61105,29.2760000
HD 70642 b,Radial Velocity,2003,2003-08,Anglo-Australian Telescope,1.05,-1.67291,257.61105,29.2760000
HD 70642 b,Radial Velocity,2003,2003-08,Anglo-Australian Telescope,0.96,-1.67291,257.61105,29.2760000
HD 70642 b,Radial Velocity,2003,2003-08,Anglo-Australian Telescope,1.00,-1.67291,257.61105,29.2760000
HD 7199 b,Radial Velocity,2011,2011-11,La Silla Observatory,0.77,-50.82328,299.84187,36.1531000
HD 7199 b,Radial Velocity,2011,2011-11,La Silla Observatory,0.89,-50.82328,299.84187,36.1531000
HD 72490 b,Transit,2018,2019-04,W. M. Keck Observatory,1.21,28.67982,211.79644,126.3390000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.05,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.07,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.43,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.07,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.09,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,1.06,21.88046,226.75388,51.8949000
HD 72659 b,Radial Velocity,2002,2003-01,W. M. Keck Observatory,0.95,21.88046,226.75388,51.8949000
HD 72892 b,Radial Velocity,2016,2017-04,Multiple Observatories,1.02,15.19213,238.38719,69.7311000
HD 73267 b,Radial Velocity,2008,2009-03,La Silla Observatory,0.90,3.79235,255.08557,50.4093000
HD 73267 b,Radial Velocity,2008,2009-03,La Silla Observatory,0.89,3.79235,255.08557,50.4093000
HD 73526 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.01,-0.18559,260.68043,97.2396000
HD 73526 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.14,-0.18559,260.68043,97.2396000
HD 73526 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.05,-0.18559,260.68043,97.2396000
HD 73526 c,Radial Velocity,2005,2006-08,Anglo-Australian Telescope,1.01,-0.18559,260.68043,97.2396000
HD 73534 b,Radial Velocity,2008,2009-09,W. M. Keck Observatory,1.23,29.69759,213.05304,83.3321000
HD 73534 b,Radial Velocity,2008,2009-09,W. M. Keck Observatory,1.16,29.69759,213.05304,83.3321000
HD 73534 b,Radial Velocity,2008,2009-09,W. M. Keck Observatory,1.40,29.69759,213.05304,83.3321000
HD 73534 b,Radial Velocity,2008,2009-09,W. M. Keck Observatory,1.17,29.69759,213.05304,83.3321000
HD 73534 b,Radial Velocity,2008,2009-09,W. M. Keck Observatory,1.16,29.69759,213.05304,83.3321000
HD 74156 b,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.24,26.70482,221.98588,57.6030000
HD 74156 b,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.10,26.70482,221.98588,57.6030000
HD 74156 b,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.15,26.70482,221.98588,57.6030000
HD 74156 b,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.24,26.70482,221.98588,57.6030000
HD 74156 b,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.27,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.24,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.10,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.24,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.24,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.15,26.70482,221.98588,57.6030000
HD 74156 c,Radial Velocity,2003,2004-01,Haute-Provence Observatory,1.27,26.70482,221.98588,57.6030000
HD 7449 b,Radial Velocity,2011,2011-11,La Silla Observatory,1.14,-67.24673,137.91736,38.6620000
HD 7449 b,Radial Velocity,2011,2011-11,La Silla Observatory,1.12,-67.24673,137.91736,38.6620000
HD 7449 b,Radial Velocity,2011,2011-11,La Silla Observatory,1.05,-67.24673,137.91736,38.6620000
HD 7449 b,Radial Velocity,2011,2011-11,La Silla Observatory,1.05,-67.24673,137.91736,38.6620000
HD 75289 b,Radial Velocity,1999,2000-04,La Silla Observatory,1.15,1.08882,262.21007,29.1158000
HD 75289 b,Radial Velocity,1999,2000-04,La Silla Observatory,1.29,1.08882,262.21007,29.1158000
HD 75289 b,Radial Velocity,1999,2000-04,La Silla Observatory,1.15,1.08882,262.21007,29.1158000
HD 75289 b,Radial Velocity,1999,2000-04,La Silla Observatory,1.21,1.08882,262.21007,29.1158000
HD 75784 b,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.26,32.73091,214.28167,85.4321000
HD 75784 b,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.26,32.73091,214.28167,85.4321000
HD 75784 b,Radial Velocity,2014,2015-01,W. M. Keck Observatory,1.41,32.73091,214.28167,85.4321000
HD 75784 c,Radial Velocity,2018,2018-11,W. M. Keck Observatory,1.33,32.73091,214.28167,85.4321000
HD 75784 c,Radial Velocity,2018,2018-11,W. M. Keck Observatory,1.26,32.73091,214.28167,85.4321000
HD 75784 c,Radial Velocity,2018,2018-11,W. M. Keck Observatory,1.26,32.73091,214.28167,85.4321000
HD 75898 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.28,38.93599,190.96998,78.0505000
HD 75898 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.26,38.93599,190.96998,78.0505000
HD 75898 b,Radial Velocity,2007,2007-12,W. M. Keck Observatory,1.43,38.93599,190.96998,78.0505000
HD 76700 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.00,-13.91873,282.48954,60.8831000
HD 76700 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,1.13,-13.91873,282.48954,60.8831000
HD 76700 b,Radial Velocity,2002,2003-04,Anglo-Australian Telescope,0.99,-13.91873,282.48954,60.8831000
HD 76920 b,Radial Velocity,2017,2017-12,Multiple Observatories,1.17,-14.09976,282.95180,184.0310000
HD 77338 b,Radial Velocity,2012,2013-04,La Silla Observatory,1.37,13.55156,251.36393,45.9350000
HD 77338 b,Radial Velocity,2012,2013-04,La Silla Observatory,0.93,13.55156,251.36393,45.9350000
HD 7924 b,Radial Velocity,2008,2009-05,W. M. Keck Observatory,0.83,13.94549,124.73557,16.9922000
HD 7924 b,Radial Velocity,2008,2009-05,W. M. Keck Observatory,0.65,13.94549,124.73557,16.9922000
HD 7924 b,Radial Velocity,2008,2009-05,W. M. Keck Observatory,0.87,13.94549,124.73557,16.9922000
HD 7924 b,Radial Velocity,2008,2009-05,W. M. Keck Observatory,0.83,13.94549,124.73557,16.9922000
HD 7924 b,Radial Velocity,2008,2009-05,W. M. Keck Observatory,0.80,13.94549,124.73557,16.9922000
HD 7924 c,Radial Velocity,2015,2015-06,W. M. Keck Observatory,0.80,13.94549,124.73557,16.9922000
HD 7924 c,Radial Velocity,2015,2015-06,W. M. Keck Observatory,0.83,13.94549,124.73557,16.9922000
HD 7924 d,Radial Velocity,2015,2015-06,W. M. Keck Observatory,0.83,13.94549,124.73557,16.9922000
HD 7924 d,Radial Velocity,2015,2015-06,W. M. Keck Observatory,0.80,13.94549,124.73557,16.9922000
HD 79498 b,Radial Velocity,2011,2012-04,McDonald Observatory,1.08,41.32122,204.70286,48.9489000
HD 79498 b,Radial Velocity,2011,2012-04,McDonald Observatory,1.06,41.32122,204.70286,48.9489000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,0.96,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,0.97,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,1.15,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,1.05,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,1.02,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,1.02,44.31146,167.42908,66.4711000
HD 80606 b,Radial Velocity,2001,2001-08,Multiple Observatories,0.97,44.31146,167.42908,66.4711000
HD 80653 b,Transit,2020,2020-01,K2,1.18,39.62439,216.49965,109.8600000
HD 80653 b,Transit,2020,2020-01,K2,,39.62439,216.49965,109.8600000
HD 81040 b,Radial Velocity,2005,2006-04,Multiple Observatories,0.96,42.32614,209.36326,34.4341000
HD 81040 b,Radial Velocity,2005,2006-04,Multiple Observatories,1.05,42.32614,209.36326,34.4341000
HD 81688 b,Radial Velocity,2007,2008-06,Okayama Astrophysical Observatory,1.10,46.07492,174.22741,85.7183000
HD 81688 b,Radial Velocity,2007,2008-06,Okayama Astrophysical Observatory,2.10,46.07492,174.22741,85.7183000
HD 81817 b,Radial Velocity,2020,2020-05,Bohyunsan Optical Astronomical Observatory,4.30,32.65294,130.65188,269.1260000
HD 82886 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,1.06,47.76871,190.02773,127.0610000
HD 82886 b,Radial Velocity,2011,2011-12,W. M. Keck Observatory,2.53,47.76871,190.02773,127.0610000
HD 82943 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.08,28.25070,245.84326,27.5902000
HD 82943 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.04,28.25070,245.84326,27.5902000
HD 82943 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.15,28.25070,245.84326,27.5902000
HD 82943 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.15,28.25070,245.84326,27.5902000
HD 82943 b,Radial Velocity,2003,2004-02,La Silla Observatory,1.08,28.25070,245.84326,27.5902000
